 epoch , batch , loss , ppl 
 epoch , batch , loss , ppl 
1,100,7.423126697540283,1674.2602376516948
1,200,6.369840621948242,583.9647503099507
1,300,6.505618095397949,668.8889788084991
1,400,6.745395660400391,850.1354250656834
1,500,6.231810092926025,508.6754004210087
1,600,6.390562534332275,596.1918637667644
1,604,5.839196681976318,343.5032874185604
2,100,5.898390769958496,364.45051100673663
2,200,5.847273349761963,346.2888833782789
2,300,6.091280937194824,441.9872065469231
2,400,6.362009048461914,579.4092491094113
2,500,5.954984664916992,385.6709963359296
2,600,6.085551738739014,439.4622141236648
2,604,5.502673149108887,245.34690531519658
3,100,5.6770100593566895,292.0748366581176
3,200,5.495794296264648,243.6649915086776
3,300,5.775187015533447,322.2046863656037
3,400,6.054858207702637,426.17847234555336
3,500,5.741353988647461,311.4858739261236
3,600,5.834825038909912,342.004891266756
3,604,5.249187469482422,190.41149043933387
4,100,5.459091663360596,234.8839737180559
4,200,5.190135955810547,179.4929543831359
4,300,5.490363597869873,242.3453070778846
4,400,5.767284870147705,319.6686115029658
4,500,5.538338661193848,254.25524428200637
4,600,5.585943222045898,266.65167590032644
4,604,5.017987251281738,151.10685737625957
5,100,5.247356414794922,190.06315559460984
5,200,4.9260640144348145,137.83592305842868
5,300,5.21808385848999,184.58016328924168
5,400,5.494935989379883,243.45594189608394
5,500,5.336181163787842,207.71795289037857
5,600,5.337410926818848,207.9735538818319
5,604,4.801913261413574,121.74312125247238
6,100,5.030126094818115,152.95229797189555
6,200,4.682129383087158,107.99980084418098
6,300,4.947224140167236,140.78362541144574
6,400,5.221269130706787,185.16903872152344
6,500,5.1176910400390625,166.94944466669077
6,600,5.079267978668213,160.65640895537013
6,604,4.582228183746338,97.73191644502145
7,100,4.796750545501709,121.11621576313652
7,200,4.434056282043457,84.27255782370004
7,300,4.691817283630371,109.05117676301624
7,400,4.939920902252197,139.75919448527443
7,500,4.882477760314941,131.95721751477973
7,600,4.827398300170898,124.88562271916719
7,604,4.348811149597168,77.38640735439496
8,100,4.5242156982421875,92.22356635133335
8,200,4.167564392089844,64.55802243664178
8,300,4.428507328033447,83.80622829314756
8,400,4.616166114807129,101.10566062419333
8,500,4.622289180755615,101.72663644979586
8,600,4.5794196128845215,97.45781452972864
8,604,4.0982465744018555,60.23457809644545
9,100,4.263807773590088,71.08012583329392
9,200,3.9061295986175537,49.70619626231613
9,300,4.143493175506592,63.022586342034046
9,400,4.302905559539795,73.91424423679179
9,500,4.336190223693848,76.41585674793177
9,600,4.278905391693115,72.16140828388193
9,604,3.836839437484741,46.378659899748904
10,100,4.006701469421387,54.96526660236367
10,200,3.654174327850342,38.635607596745004
10,300,3.8518357276916504,47.07940892841434
10,400,4.006950378417969,54.97894965456728
10,500,4.044348239898682,57.07397536927947
10,600,3.9873170852661133,53.91005907474708
10,604,3.549562692642212,34.79809669604032
11,100,3.7554781436920166,42.75465779394511
11,200,3.3918092250823975,29.719673237316318
11,300,3.5611209869384766,35.20263673132183
11,400,3.6738176345825195,39.40204169307613
11,500,3.776585340499878,43.66668002722055
11,600,3.7094383239746094,40.83086636639032
11,604,3.3018343448638916,27.162418493101786
12,100,3.5128469467163086,33.54362889967695
12,200,3.1543304920196533,23.437340351067736
12,300,3.279029369354248,26.54998995524217
12,400,3.3950300216674805,29.815548573986856
12,500,3.488377809524536,32.732805768959615
12,600,3.4643468856811523,31.95558230781454
12,604,3.063096523284912,21.393700794186707
13,100,3.2851545810699463,26.71311333738549
13,200,2.910346746444702,18.36316482533208
13,300,3.020939350128174,20.510549225033625
13,400,3.118136405944824,22.604215285527253
13,500,3.2170705795288086,24.95490957839739
13,600,3.2077291011810303,24.722879271251955
13,604,2.869629383087158,17.630482833733772
14,100,3.0520713329315186,21.159126658943734
14,200,2.6534862518310547,14.203469302314385
14,300,2.798970937728882,16.42773290974394
14,400,2.867568016052246,17.594177369909755
14,500,2.9662387371063232,19.41874306648029
14,600,2.962506055831909,19.346394199496388
14,604,2.664153575897217,14.355793312583687
15,100,2.8308162689208984,16.95929852443624
15,200,2.4344022274017334,11.40899668896608
15,300,2.580467700958252,13.20331191744549
15,400,2.6440560817718506,14.070157734667081
15,500,2.7151637077331543,15.107083015784946
15,600,2.7181994915008545,15.153014536989478
15,604,2.4728353023529053,11.856014627932034
16,100,2.613455295562744,13.646120865470426
16,200,2.223767042160034,9.242080680350087
16,300,2.3810675144195557,10.816443412295342
16,400,2.420044422149658,11.246358891223412
16,500,2.4649462699890137,11.762850116934882
16,600,2.512838840484619,12.339911423888937
16,604,2.297178030014038,9.94607528873491
17,100,2.405686855316162,11.08604217475566
17,200,2.0240843296051025,7.569176899270901
17,300,2.1878507137298584,8.916029406855294
17,400,2.205181121826172,9.071894537168529
17,500,2.2789559364318848,9.76647826046904
17,600,2.3035552501678467,10.00970627928495
17,604,2.1304848194122314,8.418947491338143
18,100,2.2253596782684326,9.256811679204937
18,200,1.8417822122573853,6.307770034423726
18,300,1.9970592260360718,7.367358474678176
18,400,2.0405571460723877,7.694895185437843
18,500,2.083317756652832,8.031069897683071
18,600,2.118401288986206,8.317829047438257
18,604,1.9735853672027588,7.1964321407948795
19,100,2.0494062900543213,7.763290594951562
19,200,1.6643832921981812,5.282414538769299
19,300,1.8739680051803589,6.514093139963501
19,400,1.8346742391586304,6.263093542457521
19,500,1.8894253969192505,6.615566263951241
19,600,1.9706891775131226,7.175620060640019
19,604,1.8380498886108398,6.284271274933737
20,100,1.873487949371338,6.510966762189104
20,200,1.4964652061462402,4.465875189228541
20,300,1.6648750305175781,5.285012743182931
20,400,1.6547502279281616,5.231773008185912
20,500,1.717394232749939,5.569995425977735
20,600,1.7794878482818604,5.926820210004132
20,604,1.682969570159912,5.381513047127278
21,100,1.7327370643615723,5.656113889046471
21,200,1.3512502908706665,3.8622514508955965
21,300,1.5288728475570679,4.612974365544352
21,400,1.4934436082839966,4.452401476625628
21,500,1.558045506477356,4.749529243375428
21,600,1.6249781847000122,5.078308251153741
21,604,1.5706846714019775,4.8099402952080705
22,100,1.5681235790252686,4.797637354993565
22,200,1.1891248226165771,3.284205686731801
22,300,1.3788076639175415,3.970165033227344
22,400,1.3534098863601685,3.870601364681117
22,500,1.4055994749069214,4.0779706497391155
22,600,1.4507062435150146,4.266126375577173
22,604,1.400726079940796,4.058145435389928
23,100,1.4324811697006226,4.189080126851271
23,200,1.0799684524536133,2.9445866551161197
23,300,1.231781244277954,3.4273290125406253
23,400,1.208687424659729,3.3490858388088744
23,500,1.2709307670593262,3.564168429534264
23,600,1.3206193447113037,3.745740563606815
23,604,1.294582486152649,3.649471950937979
24,100,1.2911897897720337,3.637111380346674
24,200,0.9466017484664917,2.5769376806375153
24,300,1.113632321357727,3.0454002007930714
24,400,1.0704445838928223,2.916675918906284
24,500,1.1364918947219849,3.115818550362469
24,600,1.191153883934021,3.2908763067091287
24,604,1.1586135625839233,3.185513697709768
25,100,1.139415979385376,3.12494280113914
25,200,0.8599662184715271,2.363080863873929
25,300,0.9996168613433838,2.7172405491009104
25,400,0.9511535167694092,2.588694039704184
25,500,1.0037262439727783,2.7284297047281996
25,600,1.0382826328277588,2.8243623797162116
25,604,1.0473817586898804,2.850178884180287
26,100,1.0508931875228882,2.8602046766201408
26,200,0.7684255242347717,2.156368429757492
26,300,0.8969419002532959,2.452092888863125
26,400,0.8517471551895142,2.3437381510915065
26,500,0.9065818786621094,2.475845313859393
26,600,0.951304018497467,2.5890836719500006
26,604,0.9127373695373535,2.4911323584602467
27,100,0.9271551370620728,2.527309092875733
27,200,0.6739156246185303,1.9619043812687356
27,300,0.7958194017410278,2.2162562572244666
27,400,0.7483901381492615,2.113594680843444
27,500,0.8107010126113892,2.24948435098545
27,600,0.8396559357643127,2.3155701348379223
27,604,0.8237147331237793,2.2789498234908425
28,100,0.8449497222900391,2.327860772119216
28,200,0.6066445112228394,1.834266201288043
28,300,0.6987167596817017,2.011170236125224
28,400,0.6525619626045227,1.9204546648293426
28,500,0.7188181281089783,2.0520065680530455
28,600,0.7660475969314575,2.151246834196682
28,604,0.7337381839752197,2.082852157440439
29,100,0.7478018403053284,2.112351623329634
29,200,0.5441581010818481,1.723157047469446
29,300,0.6336827874183655,1.8845381684715723
29,400,0.5614936947822571,1.7532894246317903
29,500,0.6248910427093506,1.8680424095036507
29,600,0.6548703908920288,1.9248930175410428
29,604,0.669442355632782,1.9531478549973003
30,100,0.6753854155540466,1.9647900907199747
30,200,0.46580931544303894,1.593303152074256
30,300,0.5760633945465088,1.7790213229777272
30,400,0.4930494427680969,1.6373014721049302
30,500,0.5589311122894287,1.74880222770906
30,600,0.5655549168586731,1.7604244009042884
30,604,0.5840157866477966,1.793225200641874
31,100,0.5859307050704956,1.79666237051427
31,200,0.4221615493297577,1.5252549086893665
31,300,0.5046821236610413,1.6564588876763842
31,400,0.43276605010032654,1.5415155411056132
31,500,0.47249504923820496,1.6039912418532978
31,600,0.5032929182052612,1.654159323605651
31,604,0.5196883678436279,1.6815035574615718
32,100,0.5217932462692261,1.6850466455989879
32,200,0.3613678216934204,1.4352912950728764
32,300,0.45239144563674927,1.5720672069985366
32,400,0.3712041974067688,1.4494790230272097
32,500,0.41842448711395264,1.5195655735216393
32,600,0.43749287724494934,1.5488192667345897
32,604,0.4475196897983551,1.5644271048714113
33,100,0.4619264006614685,1.5871284873200306
33,200,0.3235331177711487,1.3820019243336163
33,300,0.4017539620399475,1.4944435975853385
33,400,0.3260849416255951,1.385533053304424
33,500,0.3666694164276123,1.4429208343372397
33,600,0.38229984045028687,1.4656514808553456
33,604,0.40004798769950867,1.4918962885943092
34,100,0.40586644411087036,1.5006021248231618
34,200,0.3009806275367737,1.3511831655382833
34,300,0.34652069211006165,1.4141387550423852
34,400,0.2814532220363617,1.3250540115434013
34,500,0.31258052587509155,1.36694801142681
34,600,0.3221987187862396,1.3801590122321226
34,604,0.371183305978775,1.449448741656883
35,100,0.36269545555114746,1.4371981018824764
35,200,0.2632864713668823,1.3011994219417982
35,300,0.30488914251327515,1.3564746193036963
35,400,0.25933706760406494,1.296070594620096
35,500,0.28611138463020325,1.331240726750616
35,600,0.293099582195282,1.34057628131395
35,604,0.29855111241340637,1.3479044300845935
36,100,0.30318930745124817,1.3541707948006179
36,200,0.22844389081001282,1.2566430139321383
36,300,0.27241039276123047,1.3131257880644613
36,400,0.21636074781417847,1.241550184738682
36,500,0.2579524517059326,1.2942772764845905
36,600,0.239120215177536,1.270131216456114
36,604,0.2719621956348419,1.312537380730752
37,100,0.2655414044857025,1.3041368502200112
37,200,0.18989136815071106,1.2091182417720516
37,300,0.23107674717903137,1.2599559338022976
37,400,0.19085578620433807,1.210284899715952
37,500,0.21502721309661865,1.2398956379067534
37,600,0.2121005356311798,1.2362721682336995
37,604,0.22938595712184906,1.2578274127851026
38,100,0.21464388072490692,1.2394204368569912
38,200,0.17114514112472534,1.1866629701213807
38,300,0.19401416182518005,1.2141134768972925
38,400,0.16111966967582703,1.1748255513948567
38,500,0.18257597088813782,1.2003053357522322
38,600,0.17926201224327087,1.196334157303308
38,604,0.19683092832565308,1.2175381720857867
39,100,0.18330156803131104,1.2011765899263338
39,200,0.14063209295272827,1.151001108658677
39,300,0.17351990938186646,1.1894843684323793
39,400,0.1307782381772995,1.139715008007757
39,500,0.15037208795547485,1.1622666276938909
39,600,0.14707133173942566,1.1584365933799572
39,604,0.15498381853103638,1.1676390668369363
40,100,0.1688641607761383,1.183959299887711
40,200,0.12301251292228699,1.1308985717048976
40,300,0.14248299598693848,1.1531334728940275
40,400,0.11904843151569366,1.126424471411762
40,500,0.12963709235191345,1.13841516877835
40,600,0.11853615194559097,1.1258475749465469
40,604,0.12986816465854645,1.1386782553921504
41,100,0.14249950647354126,1.1531525118459536
41,200,0.10000739246606827,1.1051790880443573
41,300,0.1305144727230072,1.1394144302036693
41,400,0.10909612476825714,1.1152695502161425
41,500,0.12084812670946121,1.1284535174036068
41,600,0.11282286792993546,1.1194336277902126
41,604,0.11325906962156296,1.1199220331461965
42,100,0.11967631429433823,1.1271319560242643
42,200,0.09133792668581009,1.095639188427346
42,300,0.10990260541439056,1.1161693563129447
42,400,0.09366971999406815,1.09819697350931
42,500,0.10391116142272949,1.1095018839683453
42,600,0.08808756619691849,1.0920837474618403
42,604,0.09318835288286209,1.0976684648181927
43,100,0.09567994624376297,1.1004068182926225
43,200,0.07738180458545685,1.0804545201413003
43,300,0.08691100776195526,1.0907996027008886
43,400,0.07538525760173798,1.0782994939494521
43,500,0.08581923693418503,1.0896093493758736
43,600,0.07469840347766876,1.0775591137907412
43,604,0.08132287114858627,1.0847210651702561
44,100,0.08175650238990784,1.0851915361103102
44,200,0.05916425958275795,1.0609494975498865
44,300,0.0765884518623352,1.0795976785392882
44,400,0.06316587328910828,1.065203513388474
44,500,0.07693427801132202,1.0799710962119888
44,600,0.06334523111581802,1.0653945831100518
44,604,0.06797763705253601,1.070341372223257
45,100,0.0650952160358429,1.0672606398737436
45,200,0.058533474802970886,1.0602804777806363
45,300,0.05944138765335083,1.0612435571813463
45,400,0.056582726538181305,1.058214153572866
45,500,0.0673242136836052,1.069642214605752
